序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
4237,000969,安泰科技,23.37,-1.23%,2.42%,2.47亿,3.38亿,-9040.15万,5.90亿
4238,000089,深圳机场,7.21,-1.23%,0.77%,4284.54万,6986.23万,-2701.70万,1.13亿
4239,002127,南极电商,3.19,-1.24%,1.25%,3706.37万,4282.09万,-575.72万,7989.22万
4240,688458,美芯晟,40.59,-1.24%,1.99%,3014.58万,3871.35万,-856.77万,6885.93万
4241,688484,南芯科技,41.39,-1.24%,1.76%,1.14亿,1.04亿,1017.34万,2.18亿
4242,603038,华立股份,17.49,-1.24%,1.30%,2984.83万,3166.47万,-181.65万,6151.30万
4243,603358,华达科技,50.88,-1.24%,2.02%,1.94亿,2.76亿,-8196.12万,4.70亿
4244,601339,百隆东方,7.15,-1.24%,2.44%,1.38亿,1.27亿,1110.37万,2.65亿
4245,600760,中航沈飞,55.1,-1.24%,0.51%,2.80亿,5.19亿,-2.39亿,7.99亿
4246,600694,大商股份,18.32,-1.24%,1.60%,3795.53万,6348.09万,-2552.56万,1.01亿
4247,600489,中金黄金,29.55,-1.24%,2.70%,19.75亿,18.71亿,1.05亿,38.46亿
4248,600322,津投城开,2.39,-1.24%,2.00%,2400.47万,2917.45万,-516.98万,5317.91万
4249,002356,赫美集团,3.95,-1.25%,3.09%,6769.16万,9243.93万,-2474.77万,1.60亿
4250,301097,天益医疗,56.12,-1.25%,2.83%,2356.44万,2267.76万,88.68万,4624.21万
4251,688097,博众精工,42.59,-1.25%,1.32%,1.18亿,1.33亿,-1447.35万,2.51亿
4252,600566,济川药业,26.8,-1.25%,0.68%,7514.54万,9507.19万,-1992.65万,1.70亿
4253,600031,三一重工,22.98,-1.25%,0.56%,5.49亿,5.53亿,-436.92万,11.02亿
4254,300436,广生堂,129.38,-1.25%,18.15%,17.54亿,15.65亿,1.90亿,33.95亿
4255,002507,涪陵榨菜,13.39,-1.25%,1.92%,1.27亿,1.68亿,-4111.24万,2.98亿
4256,002137,实益达,9.48,-1.25%,7.75%,1.26亿,1.65亿,-3962.43万,2.91亿
4257,000099,中信海直,19.8,-1.25%,1.21%,8195.04万,1.02亿,-2028.41万,1.87亿
4258,601890,亚星锚链,10.95,-1.26%,3.00%,1.32亿,1.84亿,-5169.87万,3.17亿
4259,600080,金花股份,7.82,-1.26%,2.51%,3445.87万,4024.93万,-579.05万,7470.81万
4260,688500,慧辰股份,58.82,-1.26%,1.56%,3051.51万,3736.12万,-684.61万,6787.63万
4261,002023,海特高新,11.79,-1.26%,2.46%,8327.09万,1.33亿,-4949.61万,2.16亿
4262,002727,一心堂,13.95,-1.27%,3.79%,8943.14万,1.21亿,-3127.28万,2.12亿
4263,002946,新乳业,19.5,-1.27%,1.13%,8988.51万,9908.67万,-920.17万,1.89亿
4264,601098,中南传媒,10.92,-1.27%,0.97%,7377.25万,1.18亿,-4439.84万,1.92亿
4265,600508,上海能源,12.45,-1.27%,1.02%,4162.29万,5061.63万,-899.34万,9223.92万
4266,600336,澳柯玛,7.79,-1.27%,1.16%,3522.52万,3743.49万,-220.97万,7266.02万
4267,600282,南钢股份,5.46,-1.27%,0.57%,9514.30万,9934.14万,-419.84万,1.94亿
4268,002409,雅克科技,87.51,-1.27%,2.16%,2.77亿,3.27亿,-4904.39万,6.04亿
4269,002384,东山精密,72.47,-1.27%,5.11%,29.04亿,22.30亿,6.74亿,51.34亿
4270,000615,*ST美谷,3.12,-1.27%,0.82%,599.98万,1756.14万,-1156.16万,2360.61万
4271,000719,中原传媒,13.1,-1.28%,2.67%,1.09亿,1.23亿,-1366.11万,2.34亿
4272,301056,森赫股份,17.03,-1.28%,2.96%,4260.10万,4669.91万,-409.81万,8930.01万
4273,688016,心脉医疗,97.98,-1.28%,0.96%,5462.71万,6201.09万,-738.38万,1.17亿
4274,600782,新钢股份,3.85,-1.28%,2.22%,1.17亿,1.54亿,-3664.92万,2.71亿
4275,600113,浙江东日,59.24,-1.28%,0.85%,1.05亿,1.06亿,-174.47万,2.11亿
4276,301039,中集车辆,9.93,-1.29%,0.87%,5802.63万,6850.97万,-1048.34万,1.27亿
4277,688789,宏华数科,76.5,-1.29%,0.67%,5051.35万,4304.53万,746.81万,9355.88万
4278,600629,华建集团,19.15,-1.29%,1.64%,1.49亿,1.52亿,-354.44万,3.01亿
4279,600639,浦东金桥,10.7,-1.29%,0.90%,3929.25万,4341.02万,-411.78万,8270.28万
4280,300162,雷曼光电,8.43,-1.29%,3.83%,5189.11万,5775.74万,-586.63万,1.11亿
4281,001318,阳光乳业,15.23,-1.30%,2.08%,3540.07万,5337.00万,-1796.93万,9025.56万
4282,301137,哈焊华通,50.84,-1.30%,3.75%,1.84亿,1.69亿,1571.43万,3.53亿
4283,600250,南京商旅,11.43,-1.30%,3.73%,6019.19万,7221.78万,-1202.59万,1.32亿
4284,601801,皖新传媒,6.83,-1.30%,0.74%,4797.38万,5213.44万,-416.06万,1.00亿
4285,600757,长江传媒,9.09,-1.30%,0.79%,3564.76万,5133.59万,-1568.83万,8698.35万
4286,600295,鄂尔多斯,14.46,-1.30%,0.64%,8506.98万,1.01亿,-1602.08万,1.86亿
4287,300762,上海瀚讯,40.86,-1.30%,6.11%,7.31亿,8.64亿,-1.33亿,15.95亿
4288,300427,红相股份,14.41,-1.30%,12.50%,4.08亿,5.08亿,-1.00亿,9.30亿
4289,002544,普天科技,31.07,-1.30%,1.80%,1.72亿,2.07亿,-3578.26万,3.86亿
4290,002242,九阳股份,10.59,-1.30%,0.84%,3069.84万,3724.57万,-654.73万,6794.84万
4291,301617,博苑股份,75.87,-1.31%,3.17%,7089.82万,5822.94万,1266.87万,1.29亿
4292,688131,皓元医药,70.15,-1.31%,1.64%,1.16亿,1.30亿,-1487.68万,2.46亿
4293,688088,虹软科技,47.51,-1.31%,1.30%,1.18亿,1.30亿,-1160.95万,2.49亿
4294,603317,天味食品,14.32,-1.31%,3.74%,2.69亿,3.13亿,-4378.75万,5.82亿
4295,603233,大参林,19.64,-1.31%,0.54%,5824.41万,6288.36万,-463.95万,1.21亿
4296,002414,高德红外,16.55,-1.31%,1.40%,3.44亿,4.46亿,-1.03亿,7.90亿
4297,000680,山推股份,12.82,-1.31%,1.32%,1.21亿,1.02亿,1924.70万,2.24亿
4298,605068,明新旭腾,26.92,-1.32%,1.20%,2871.19万,2357.18万,514.01万,5228.37万
4299,688222,成都先导,29.84,-1.32%,2.42%,1.55亿,1.37亿,1839.77万,2.92亿
4300,600563,法拉电子,104.7,-1.32%,1.47%,1.47亿,2.00亿,-5309.17万,3.48亿
4301,600362,江西铜业,55.12,-1.32%,2.60%,15.53亿,14.00亿,1.53亿,29.53亿
4302,002512,达华智能,6.0,-1.32%,3.68%,1.05亿,1.35亿,-2955.62万,2.42亿
4303,002353,杰瑞股份,85.85,-1.32%,2.85%,8.73亿,8.11亿,6250.27万,16.84亿
4304,301095,广立微,72.0,-1.32%,2.42%,1.36亿,1.69亿,-3216.53万,3.05亿
4305,000506,招金黄金,19.44,-1.32%,7.95%,7.34亿,6.86亿,4724.46万,14.29亿
4306,688297,中无人机,48.11,-1.33%,0.76%,1.21亿,1.25亿,-334.34万,2.46亿
4307,300795,米奥会展,14.09,-1.33%,2.75%,2613.28万,4091.55万,-1478.27万,6704.83万
4308,003007,直真科技,43.18,-1.33%,3.95%,6446.31万,5895.42万,550.89万,1.23亿
4309,688435,英方软件,54.05,-1.33%,4.02%,5644.78万,6470.99万,-826.21万,1.21亿
4310,603081,大丰实业,14.08,-1.33%,1.50%,4421.67万,4575.64万,-153.97万,8997.31万
4311,600088,中视传媒,17.79,-1.33%,1.84%,6191.11万,6804.52万,-613.40万,1.30亿
4312,300331,苏大维格,45.34,-1.33%,4.63%,2.19亿,2.14亿,493.64万,4.42亿
4313,002647,*ST仁东,8.89,-1.33%,3.46%,9145.09万,1.20亿,-2865.42万,2.14亿
4314,002222,福晶科技,66.9,-1.33%,3.00%,4.39亿,5.05亿,-6661.38万,9.44亿
4315,301381,赛维时代,22.05,-1.34%,2.34%,4559.96万,5580.94万,-1020.99万,1.01亿
4316,300051,琏升科技,10.29,-1.34%,8.04%,1.47亿,1.54亿,-672.58万,3.06亿
4317,301025,读客文化,11.04,-1.34%,4.37%,5991.78万,7441.69万,-1449.91万,1.34亿
4318,300861,美畅股份,17.66,-1.34%,4.54%,1.68亿,1.71亿,-242.65万,3.39亿
4319,600584,长电科技,44.06,-1.34%,2.72%,10.44亿,11.01亿,-5765.70万,21.45亿
4320,300131,英唐智控,14.68,-1.34%,7.02%,5.18亿,5.78亿,-5932.27万,10.97亿
4321,002956,西麦食品,27.26,-1.34%,0.63%,2036.03万,1787.34万,248.69万,3889.61万
4322,000519,中兵红箭,18.37,-1.34%,1.87%,2.25亿,2.51亿,-2585.85万,4.80亿
4323,605179,一鸣食品,20.45,-1.35%,1.04%,3113.77万,5447.67万,-2333.90万,8561.44万
4324,600004,白云机场,9.51,-1.35%,0.97%,8118.49万,1.39亿,-5773.61万,2.20亿
4325,688036,传音控股,60.5,-1.35%,0.71%,2.41亿,2.54亿,-1323.61万,4.95亿
4326,300046,台基股份,35.73,-1.35%,2.36%,8409.56万,1.13亿,-2910.40万,2.01亿
4327,002609,捷顺科技,10.26,-1.35%,3.20%,6196.08万,8935.73万,-2739.65万,1.53亿
4328,002144,宏达高科,14.65,-1.35%,3.34%,3223.68万,3537.00万,-313.32万,6760.96万
4329,603983,丸美生物,32.55,-1.36%,0.73%,4741.24万,4871.07万,-129.83万,9612.32万
4330,600517,国网英大,6.53,-1.36%,0.69%,1.20亿,1.40亿,-1964.26万,2.60亿
4331,300760,迈瑞医疗,189.49,-1.36%,0.58%,5.04亿,8.42亿,-3.37亿,13.47亿
4332,002508,老板电器,21.7,-1.36%,1.35%,1.38亿,1.32亿,599.82万,2.73亿
4333,002110,三钢闽光,4.35,-1.36%,0.98%,4555.07万,5889.28万,-1334.22万,1.04亿
4334,000032,深桑达A,19.59,-1.36%,1.46%,1.47亿,1.79亿,-3214.35万,3.27亿
4335,000402,金融街,2.88,-1.37%,1.11%,3896.13万,5530.19万,-1634.06万,9558.39万
4336,601038,一拖股份,13.64,-1.37%,1.67%,7870.48万,8978.39万,-1107.91万,1.68亿
4337,001333,光华股份,25.69,-1.38%,10.46%,6508.13万,5335.76万,1172.37万,1.19亿
4338,300445,康斯特,23.51,-1.38%,3.33%,5062.11万,5811.21万,-749.10万,1.12亿
4339,688667,菱电电控,79.8,-1.38%,1.08%,2319.17万,2263.56万,55.61万,4582.73万
4340,600302,标准股份,13.59,-1.38%,5.19%,1.14亿,1.32亿,-1767.00万,2.46亿
4341,603020,爱普股份,11.44,-1.38%,2.52%,5379.94万,5767.22万,-387.27万,1.11亿
4342,601366,利群股份,5.0,-1.38%,2.92%,4626.25万,8968.50万,-4342.25万,1.36亿
4343,601068,中铝国际,5.72,-1.38%,0.76%,5425.78万,5797.45万,-371.67万,1.12亿
4344,000691,*ST亚太,8.54,-1.39%,1.61%,1755.29万,2681.07万,-925.78万,4466.58万
4345,301167,建研设计,18.42,-1.39%,5.19%,2996.58万,3848.31万,-851.73万,6851.36万
4346,603031,安孚科技,54.0,-1.39%,4.28%,2.28亿,2.62亿,-3420.66万,4.91亿
4347,300860,锋尚文化,28.3,-1.39%,3.35%,5224.62万,5188.91万,35.70万,1.04亿
4348,688020,方邦股份,84.0,-1.39%,3.10%,1.23亿,9064.37万,3186.50万,2.13亿
4349,002216,三全食品,12.03,-1.39%,2.30%,8482.79万,9030.39万,-547.60万,1.75亿
4350,688533,上声电子,32.29,-1.40%,1.53%,2813.91万,5406.19万,-2592.27万,8220.09万
4351,688232,新点软件,28.1,-1.40%,0.53%,2275.16万,2522.15万,-247.00万,4797.31万
4352,600819,耀皮玻璃,8.45,-1.40%,1.47%,4621.50万,4788.19万,-166.69万,9409.69万
4353,300374,中铁装配,16.17,-1.40%,2.36%,3209.67万,4303.43万,-1093.75万,7513.09万
4354,600506,统一股份,24.56,-1.41%,3.85%,9294.03万,8860.28万,433.75万,1.82亿
4355,002833,弘亚数控,18.24,-1.41%,1.21%,3121.53万,3163.22万,-41.69万,6391.27万
4356,000963,华东医药,36.4,-1.41%,0.56%,1.22亿,2.39亿,-1.17亿,3.61亿
4357,000603,盛达资源,47.65,-1.41%,7.62%,12.50亿,11.08亿,1.42亿,23.71亿
4358,301280,珠城科技,59.63,-1.42%,4.61%,5567.03万,5503.90万,63.13万,1.11亿
4359,300303,聚飞光电,6.96,-1.42%,2.71%,1.06亿,1.42亿,-3657.49万,2.53亿
4360,605009,豪悦护理,31.27,-1.42%,0.75%,2059.76万,3022.01万,-962.25万,5081.77万
4361,600398,海澜之家,6.27,-1.42%,0.90%,1.35亿,1.36亿,-18.19万,2.71亿
4362,600039,四川路桥,9.75,-1.42%,0.17%,7673.53万,6916.68万,756.85万,1.46亿
4363,002933,新兴装备,35.36,-1.42%,1.97%,3415.59万,4581.82万,-1166.23万,7999.53万
4364,000002,万科A,4.81,-1.43%,1.65%,3.22亿,4.39亿,-1.17亿,7.71亿
4365,688709,成都华微,46.82,-1.43%,2.18%,1.04亿,1.21亿,-1624.68万,2.25亿
4366,600927,永安期货,15.21,-1.43%,0.39%,3662.67万,4961.28万,-1298.61万,8623.95万
4367,688206,概伦电子,35.25,-1.43%,1.01%,7698.74万,7848.89万,-150.16万,1.55亿
4368,601921,浙版传媒,8.27,-1.43%,0.75%,6353.02万,7492.65万,-1139.63万,1.38亿
4369,601512,中新集团,9.64,-1.43%,0.33%,2210.78万,2520.38万,-309.59万,4731.15万
4370,603501,豪威集团,115.95,-1.43%,1.05%,5.95亿,8.81亿,-2.86亿,14.76亿
4371,601881,中国银河,15.15,-1.43%,0.41%,1.61亿,2.96亿,-1.36亿,4.57亿
4372,300142,沃森生物,12.39,-1.43%,2.51%,2.07亿,2.77亿,-6955.16万,4.89亿
4373,688807,优迅股份,189.15,-1.44%,5.84%,6370.87万,1.03亿,-3925.72万,1.67亿
4374,688689,银河微电,30.88,-1.44%,1.56%,3015.35万,3238.49万,-223.14万,6253.83万
4375,688390,固德威,79.84,-1.44%,2.20%,2.21亿,2.07亿,1452.42万,4.28亿
4376,603112,华翔股份,17.17,-1.44%,0.96%,4226.61万,4159.67万,66.94万,8386.27万
4377,300536,农尚环境,8.91,-1.44%,1.71%,2205.75万,2297.79万,-92.04万,4503.54万
4378,002203,海亮股份,13.04,-1.44%,1.02%,1.45亿,1.51亿,-650.14万,2.96亿
4379,001229,魅视科技,37.44,-1.45%,2.38%,2103.40万,2571.47万,-468.07万,4753.16万
4380,301560,众捷汽车,37.5,-1.45%,10.62%,4680.73万,5073.84万,-393.11万,9754.56万
4381,688372,伟测科技,117.9,-1.45%,2.61%,2.37亿,2.28亿,870.72万,4.64亿
4382,603193,润本股份,23.85,-1.45%,2.12%,2208.77万,3044.77万,-836.01万,5253.53万
4383,603859,能科科技,44.95,-1.45%,2.49%,1.35亿,1.41亿,-534.70万,2.76亿
4384,600846,同济科技,12.94,-1.45%,0.98%,4084.92万,3835.44万,249.47万,7920.35万
4385,600276,恒瑞医药,57.31,-1.46%,0.57%,9.03亿,11.76亿,-2.72亿,20.79亿
4386,300688,创业黑马,29.8,-1.46%,4.65%,8861.23万,1.17亿,-2791.28万,2.05亿
4387,300049,福瑞医科,65.36,-1.46%,1.74%,1.15亿,1.49亿,-3413.78万,2.68亿
4388,000425,徐工机械,11.48,-1.46%,0.81%,3.60亿,4.81亿,-1.21亿,8.44亿
4389,603172,万丰股份,24.85,-1.47%,44.09%,2.46亿,3.03亿,-5680.74万,5.50亿
4390,300098,高新兴,6.05,-1.47%,3.51%,1.48亿,1.82亿,-3343.22万,3.30亿
4391,688790,昂瑞微,145.14,-1.47%,3.77%,3107.30万,3523.85万,-416.55万,6631.14万
4392,600576,祥源文旅,6.69,-1.47%,3.28%,6241.99万,8240.14万,-1998.14万,1.45亿
4393,601112,振石股份,19.29,-1.48%,12.93%,1.86亿,2.59亿,-7312.38万,4.44亿
4394,688626,翔宇医疗,65.97,-1.48%,1.12%,5782.93万,6080.21万,-297.28万,1.19亿
4395,688595,芯海科技,38.48,-1.48%,3.83%,8615.24万,1.27亿,-4127.16万,2.14亿
4396,300866,安克创新,102.72,-1.48%,0.79%,1.06亿,1.44亿,-3773.53万,2.49亿
4397,601555,东吴证券,9.35,-1.48%,1.16%,2.31亿,3.11亿,-8091.37万,5.42亿
4398,601010,文峰股份,2.66,-1.48%,1.46%,2791.71万,4448.20万,-1656.49万,7239.91万
4399,300788,中信出版,29.26,-1.48%,1.28%,3195.43万,3945.53万,-750.10万,7140.96万
4400,300662,科锐国际,28.57,-1.48%,2.66%,6070.15万,8868.01万,-2797.86万,1.49亿
4401,002003,伟星股份,10.67,-1.48%,0.96%,5502.66万,4978.18万,524.48万,1.05亿
4402,301066,万事利,18.57,-1.49%,4.17%,8517.19万,9522.84万,-1005.64万,1.80亿
4403,300935,盈建科,36.45,-1.49%,3.75%,4345.27万,3894.63万,450.63万,8239.90万
4404,605099,共创草坪,40.44,-1.49%,0.50%,3987.57万,4289.57万,-302.00万,8277.13万
4405,600037,歌华有线,7.93,-1.49%,1.34%,6835.71万,8052.20万,-1216.49万,1.49亿
4406,300747,锐科激光,29.85,-1.49%,2.25%,1.59亿,1.86亿,-2759.42万,3.45亿
4407,002138,顺络电子,36.98,-1.49%,1.86%,2.47亿,2.77亿,-3013.05万,5.24亿
4408,688757,胜科纳米,30.24,-1.50%,3.78%,2190.23万,1838.87万,351.36万,4029.10万
4409,301608,博实结,91.29,-1.50%,1.96%,3747.69万,3406.99万,340.70万,7154.68万
4410,601702,华峰铝业,23.6,-1.50%,1.13%,1.31亿,1.39亿,-825.05万,2.70亿
4411,601058,赛轮轮胎,16.37,-1.50%,0.60%,1.58亿,1.66亿,-712.64万,3.24亿
4412,000917,电广传媒,10.51,-1.50%,2.68%,1.82亿,2.15亿,-3341.34万,4.03亿
4413,000880,潍柴重机,32.0,-1.51%,9.45%,3.06亿,3.82亿,-7557.83万,6.93亿
4414,688589,力合微,24.08,-1.51%,1.93%,2993.66万,3807.50万,-813.84万,6801.16万
4415,603288,海天味业,37.09,-1.51%,0.46%,4.27亿,5.31亿,-1.04亿,9.58亿
4416,600662,外服控股,5.89,-1.51%,1.08%,6343.03万,8279.84万,-1936.81万,1.46亿
4417,300475,香农芯创,137.79,-1.51%,3.75%,11.39亿,11.63亿,-2424.80万,23.02亿
4418,300408,三环集团,50.82,-1.51%,1.02%,3.89亿,5.76亿,-1.87亿,9.76亿
4419,688192,迪哲医药,53.0,-1.52%,0.41%,5230.59万,4730.88万,499.72万,9961.46万
4420,688053,ST思科瑞,44.09,-1.52%,1.13%,2391.28万,2641.93万,-250.66万,5033.20万
4421,603515,欧普照明,19.48,-1.52%,0.33%,2005.41万,2739.89万,-734.49万,4745.29万
4422,300426,华智数媒,9.06,-1.52%,3.72%,5745.84万,7417.73万,-1671.89万,1.34亿
4423,000878,云南铜业,22.65,-1.52%,4.46%,10.37亿,9.69亿,6847.40万,20.17亿
4424,000856,冀东装备,11.05,-1.52%,7.32%,8722.57万,9552.12万,-829.55万,1.86亿
4425,300850,新强联,42.37,-1.53%,3.85%,2.37亿,2.60亿,-2280.92万,4.96亿
4426,688363,华熙生物,50.2,-1.53%,1.84%,1.96亿,2.47亿,-5068.19万,4.43亿
4427,002389,航天彩虹,23.13,-1.53%,2.08%,2.20亿,2.58亿,-3760.52万,4.78亿
4428,000987,越秀资本,9.67,-1.53%,0.99%,2.09亿,2.67亿,-5890.11万,4.81亿
4429,000733,振华科技,53.43,-1.53%,2.15%,2.83亿,3.57亿,-7369.10万,6.43亿
4430,301305,朗坤科技,24.9,-1.54%,3.52%,5834.73万,5104.34万,730.39万,1.09亿
4431,605198,安德利,42.12,-1.54%,0.53%,3247.10万,2834.35万,412.75万,6081.46万
4432,601019,山东出版,8.94,-1.54%,0.51%,4667.16万,4927.08万,-259.92万,9594.24万
4433,600320,振华重工,5.12,-1.54%,1.38%,1.01亿,1.35亿,-3408.84万,2.37亿
4434,002712,思美传媒,6.4,-1.54%,4.78%,8028.49万,8382.57万,-354.08万,1.65亿
4435,002446,盛路通信,11.48,-1.54%,6.15%,2.77亿,3.25亿,-4750.36万,6.02亿
4436,000423,东阿阿胶,54.45,-1.54%,1.64%,2.91亿,2.88亿,273.45万,5.80亿
4437,688535,华海诚科,116.42,-1.55%,4.20%,1.14亿,1.46亿,-3195.42万,2.60亿
4438,002561,徐家汇,8.92,-1.55%,2.27%,3259.23万,5071.25万,-1812.03万,8428.73万
4439,300842,帝科股份,106.04,-1.55%,9.25%,6.50亿,6.18亿,3186.48万,12.68亿
4440,605111,新洁能,45.01,-1.55%,5.90%,5.19亿,5.83亿,-6407.16万,11.02亿
4441,601668,中国建筑,5.07,-1.55%,0.66%,5.27亿,8.51亿,-3.24亿,13.78亿
4442,300271,华宇软件,7.63,-1.55%,1.68%,4056.61万,6103.18万,-2046.57万,1.03亿
4443,300133,华策影视,8.92,-1.55%,7.33%,4.89亿,5.49亿,-6061.12万,10.46亿
4444,002375,亚厦股份,4.46,-1.55%,3.31%,8788.86万,1.09亿,-2075.53万,1.97亿
4445,002615,哈尔斯,8.85,-1.56%,3.85%,5144.44万,5209.61万,-65.17万,1.05亿
4446,688387,信科移动,16.41,-1.56%,4.40%,7.51亿,7.23亿,2823.90万,14.75亿
4447,688153,唯捷创芯,37.18,-1.56%,0.89%,6415.44万,7167.41万,-751.97万,1.36亿
4448,002292,奥飞娱乐,9.44,-1.56%,7.04%,3.28亿,3.48亿,-1991.52万,6.75亿
4449,000681,视觉中国,25.83,-1.56%,6.43%,5.25亿,5.88亿,-6237.80万,11.19亿
4450,000504,*ST生物,8.75,-1.57%,0.82%,1151.91万,1192.79万,-40.88万,2369.48万
4451,688220,翱捷科技,77.66,-1.57%,1.65%,2.20亿,2.54亿,-3461.94万,4.74亿
4452,605167,利柏特,17.57,-1.57%,1.14%,4227.17万,4815.47万,-588.30万,9042.64万
4453,300699,光威复材,39.44,-1.57%,1.94%,2.91亿,3.43亿,-5224.68万,6.34亿
4454,603888,新华网,23.87,-1.57%,3.05%,2.33亿,2.59亿,-2672.69万,4.92亿
4455,600523,贵航股份,15.09,-1.57%,1.44%,3875.37万,4946.77万,-1071.40万,8822.13万
4456,300469,信息发展,63.19,-1.57%,1.86%,1.41亿,1.54亿,-1279.47万,2.95亿
4457,603871,嘉友国际,13.67,-1.58%,0.68%,5841.34万,6952.94万,-1111.59万,1.28亿
4458,603516,淳中科技,168.01,-1.58%,2.44%,3.86亿,4.55亿,-6909.83万,8.41亿
4459,603083,剑桥科技,100.88,-1.58%,5.76%,7.48亿,8.53亿,-1.04亿,16.01亿
4460,600059,古越龙山,9.95,-1.58%,3.10%,1.19亿,1.63亿,-4379.16万,2.82亿
4461,600825,新华传媒,6.79,-1.59%,1.85%,6024.46万,7179.73万,-1155.27万,1.32亿
4462,600418,江淮汽车,52.75,-1.59%,1.22%,5.85亿,8.27亿,-2.43亿,14.12亿
4463,600172,黄河旋风,7.44,-1.59%,10.31%,4.31亿,5.55亿,-1.24亿,9.86亿
4464,300302,同有科技,18.53,-1.59%,3.71%,1.05亿,1.49亿,-4382.03万,2.54亿
4465,002930,宏川智慧,12.39,-1.59%,2.41%,6722.39万,6232.80万,489.59万,1.30亿
4466,000935,四川双马,27.26,-1.59%,0.79%,7574.48万,8887.84万,-1313.36万,1.66亿
4467,001212,中旗新材,48.5,-1.60%,1.88%,6661.32万,9008.67万,-2347.34万,1.60亿
4468,301021,英诺激光,56.47,-1.60%,3.26%,1.35亿,1.48亿,-1313.83万,2.83亿
4469,603989,艾华集团,17.81,-1.60%,1.10%,3744.96万,4090.30万,-345.34万,7835.26万
4470,601619,嘉泽新能,6.16,-1.60%,4.20%,2.69亿,3.63亿,-9443.99万,6.32亿
4471,601608,中信重工,7.4,-1.60%,1.21%,1.91亿,2.23亿,-3211.33万,4.13亿
4472,002233,塔牌集团,9.86,-1.60%,0.93%,5562.04万,5506.63万,55.41万,1.11亿
4473,301308,江波龙,288.0,-1.61%,2.88%,10.33亿,12.49亿,-2.16亿,22.83亿
4474,301052,果麦文化,38.0,-1.61%,5.37%,7411.33万,8923.62万,-1512.29万,1.63亿
4475,605090,九丰能源,45.24,-1.61%,1.70%,2.62亿,2.82亿,-1950.78万,5.44亿
4476,600159,大龙地产,3.05,-1.61%,3.17%,3582.55万,4448.28万,-865.73万,8030.84万
4477,688295,中复神鹰,30.9,-1.62%,0.45%,6228.77万,6510.55万,-281.78万,1.27亿
4478,300820,英杰电气,58.81,-1.62%,5.41%,1.60亿,1.98亿,-3766.49万,3.58亿
4479,603868,飞科电器,38.37,-1.62%,0.23%,1552.65万,2269.92万,-717.27万,3822.58万
4480,600755,厦门国贸,6.7,-1.62%,1.41%,7353.61万,1.29亿,-5550.80万,2.03亿
4481,300301,ST长方,2.43,-1.62%,2.52%,1954.48万,2858.49万,-904.01万,4812.98万
4482,002204,大连重工,7.27,-1.62%,1.97%,1.30亿,1.50亿,-2025.32万,2.79亿
4483,301678,新恒汇,73.52,-1.63%,4.66%,6580.08万,9920.43万,-3340.34万,1.65亿
4484,301053,远信工业,35.51,-1.63%,1.87%,2883.86万,2307.98万,575.89万,5191.84万
4485,300733,西菱动力,17.5,-1.63%,2.07%,2847.69万,5387.20万,-2539.52万,8234.90万
4486,002311,海大集团,53.56,-1.63%,0.46%,2.14亿,2.02亿,1211.19万,4.17亿
4487,002205,国统股份,14.47,-1.63%,3.06%,4816.68万,3561.20万,1255.48万,8382.94万
4488,000528,柳工,11.49,-1.63%,1.11%,1.24亿,1.36亿,-1201.69万,2.61亿
4489,301310,鑫宏业,39.01,-1.64%,5.12%,5991.72万,4130.65万,1861.07万,1.01亿
4490,300560,中富通,16.19,-1.64%,5.94%,8263.99万,9685.06万,-1421.07万,1.79亿
4491,002046,国机精工,46.14,-1.64%,2.90%,3.76亿,3.34亿,4223.10万,7.09亿
4492,000551,创元科技,15.04,-1.64%,3.47%,1.08亿,1.43亿,-3491.37万,2.53亿
4493,688455,科捷智能,22.64,-1.65%,1.77%,2590.33万,2121.45万,468.89万,4711.78万
4494,688375,国博电子,119.0,-1.65%,0.74%,2.60亿,2.69亿,-910.23万,5.29亿
4495,603319,美湖股份,36.91,-1.65%,3.93%,2.67亿,2.32亿,3469.45万,4.99亿
4496,600569,安阳钢铁,2.38,-1.65%,0.98%,3161.97万,3580.77万,-418.80万,6742.73万
4497,688525,佰维存储,160.1,-1.66%,3.40%,13.11亿,12.50亿,6188.70万,25.61亿
4498,600638,新黄浦,7.12,-1.66%,2.22%,4403.11万,6285.41万,-1882.30万,1.07亿
4499,600315,上海家化,21.94,-1.66%,1.73%,1.19亿,1.35亿,-1642.58万,2.54亿
4500,300319,麦捷科技,11.86,-1.66%,2.76%,1.21亿,1.50亿,-2907.12万,2.75亿
4501,002156,通富微电,46.93,-1.66%,3.75%,12.99亿,13.65亿,-6576.06万,26.64亿
4502,000564,供销大集,2.35,-1.67%,1.33%,1.33亿,3.21亿,-1.89亿,4.61亿
4503,688327,云从科技,14.74,-1.67%,2.52%,1.55亿,1.56亿,-102.81万,3.12亿
4504,605006,山东玻纤,8.26,-1.67%,3.97%,8981.17万,1.09亿,-1942.77万,1.99亿
4505,300669,沪宁股份,31.73,-1.67%,0.98%,3150.33万,2599.49万,550.84万,5749.82万
4506,300153,科泰电源,31.89,-1.67%,3.90%,1.78亿,2.14亿,-3594.25万,3.98亿
4507,002372,伟星新材,12.33,-1.67%,0.84%,7663.81万,7668.82万,-5.01万,1.53亿
