序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
3965,000988,华工科技,73.92,-0.95%,2.79%,11.02亿,9.73亿,1.28亿,20.89亿
3966,603285,键邦股份,37.23,-0.96%,10.23%,1.23亿,1.18亿,496.09万,2.41亿
3967,688170,德龙激光,39.4,-0.96%,4.54%,9648.52万,8819.89万,828.63万,1.85亿
3968,300179,四方达,18.6,-0.96%,5.42%,1.95亿,1.82亿,1251.43万,3.82亿
3969,601333,广深铁路,3.11,-0.96%,0.86%,7231.45万,7908.99万,-677.54万,1.51亿
3970,600009,上海机场,30.94,-0.96%,0.72%,1.68亿,2.90亿,-1.22亿,4.58亿
3971,002862,实丰文化,18.57,-0.96%,4.05%,4448.45万,5050.84万,-602.39万,9499.30万
3972,000716,黑芝麻,6.15,-0.97%,2.18%,3400.83万,6350.47万,-2949.63万,9898.63万
3973,688767,博拓生物,35.68,-0.97%,0.83%,1915.73万,2510.34万,-594.61万,4426.06万
3974,300976,达瑞电子,59.26,-0.97%,1.57%,3570.26万,4465.10万,-894.84万,8035.36万
3975,688076,ST诺泰,34.8,-0.97%,0.73%,3138.62万,4959.68万,-1821.06万,8098.32万
3976,600528,中铁工业,8.21,-0.97%,0.54%,4564.43万,5265.28万,-700.85万,9829.71万
3977,600305,恒顺醋业,8.19,-0.97%,1.34%,5566.08万,6631.25万,-1065.17万,1.22亿
3978,300430,诚益通,21.38,-0.97%,2.71%,6691.13万,8070.67万,-1379.54万,1.51亿
3979,688366,昊海生科,46.98,-0.97%,0.43%,1647.38万,2319.80万,-672.42万,3967.18万
3980,301236,软通动力,46.09,-0.97%,1.56%,2.50亿,3.16亿,-6598.32万,5.66亿
3981,002352,顺丰控股,38.84,-0.97%,0.60%,4.48亿,6.74亿,-2.26亿,11.22亿
3982,000932,华菱钢铁,6.13,-0.97%,0.91%,1.79亿,2.09亿,-3001.14万,3.89亿
3983,000661,长春高新,90.27,-0.97%,0.98%,1.55亿,1.96亿,-4079.18万,3.53亿
3984,688099,晶晨股份,81.06,-0.98%,1.70%,3.03亿,2.79亿,2330.38万,5.82亿
3985,601898,中煤能源,14.18,-0.98%,0.69%,4.32亿,4.58亿,-2689.08万,8.90亿
3986,600845,宝信软件,22.18,-0.98%,0.63%,1.27亿,1.73亿,-4562.57万,3.00亿
3987,600718,东软集团,10.15,-0.98%,2.03%,1.11亿,1.36亿,-2463.86万,2.47亿
3988,600573,惠泉啤酒,12.09,-0.98%,3.37%,4967.11万,5254.31万,-287.20万,1.02亿
3989,600446,金证股份,15.12,-0.98%,1.46%,9710.61万,1.12亿,-1509.42万,2.09亿
3990,300545,联得装备,31.2,-0.98%,3.95%,6625.20万,8129.54万,-1504.34万,1.48亿
3991,300399,天利科技,27.33,-0.98%,3.15%,8797.70万,8280.60万,517.10万,1.71亿
3992,300213,佳讯飞鸿,9.13,-0.98%,2.27%,4979.98万,6434.18万,-1454.20万,1.15亿
3993,002819,东方中科,27.33,-0.98%,1.00%,3074.64万,3269.10万,-194.46万,6448.95万
3994,000923,河钢资源,23.13,-0.98%,5.01%,3.87亿,3.30亿,5730.80万,7.22亿
3995,301148,嘉戎技术,51.23,-0.99%,2.19%,3133.84万,3480.05万,-346.20万,6613.90万
3996,300640,德艺文创,7.98,-0.99%,8.62%,6835.16万,8404.50万,-1569.34万,1.52亿
3997,601928,凤凰传媒,9.99,-0.99%,0.59%,5579.96万,9407.89万,-3827.93万,1.50亿
3998,600690,海尔智家,26.07,-0.99%,0.61%,5.17亿,4.76亿,4096.52万,9.94亿
3999,600546,山煤国际,11.03,-0.99%,1.58%,1.61亿,1.85亿,-2387.67万,3.47亿
4000,300550,和仁科技,13.96,-0.99%,1.93%,3311.15万,3812.89万,-501.74万,7124.03万
4001,300471,厚普股份,15.01,-0.99%,6.83%,1.76亿,2.03亿,-2643.03万,3.79亿
4002,002932,明德生物,19.07,-0.99%,1.13%,1489.60万,1834.25万,-344.64万,3395.37万
4003,002344,海宁皮城,5.02,-0.99%,1.75%,4787.33万,6564.38万,-1777.05万,1.14亿
4004,002111,威海广泰,10.99,-0.99%,1.60%,4386.46万,4092.07万,294.39万,8478.76万
4005,603496,恒为科技,27.78,-1.00%,4.48%,1.46亿,2.56亿,-1.09亿,4.02亿
4006,600790,轻纺城,3.96,-1.00%,0.65%,1628.09万,2192.87万,-564.78万,3820.95万
4007,600736,苏州高新,6.96,-1.00%,2.55%,8817.79万,1.16亿,-2736.98万,2.04亿
4008,300525,博思软件,12.82,-1.00%,2.35%,8605.90万,1.02亿,-1544.81万,1.88亿
4009,002296,辉煌科技,12.87,-1.00%,5.65%,1.23亿,1.32亿,-863.44万,2.55亿
4010,300409,道氏技术,28.33,-1.01%,5.51%,5.55亿,5.15亿,3988.16万,10.87亿
4011,300002,神州泰岳,11.74,-1.01%,2.64%,2.71亿,2.95亿,-2459.92万,5.73亿
4012,002910,庄园牧场,12.71,-1.01%,11.97%,1.26亿,1.33亿,-704.91万,2.62亿
4013,002159,三特索道,16.59,-1.01%,5.33%,5622.87万,6748.04万,-1125.17万,1.24亿
4014,000581,威孚高科,20.64,-1.01%,1.06%,7304.24万,1.01亿,-2774.90万,1.76亿
4015,302132,中航成飞,76.64,-1.02%,1.00%,2.03亿,2.48亿,-4509.29万,4.52亿
4016,601096,宏盛华源,5.83,-1.02%,9.21%,4.36亿,4.54亿,-1814.86万,8.90亿
4017,688147,微导纳米,71.0,-1.02%,1.20%,1.87亿,2.06亿,-1860.46万,3.93亿
4018,688030,山石网科,17.4,-1.02%,1.41%,2324.78万,2119.85万,204.93万,4444.62万
4019,600622,光大嘉宝,2.92,-1.02%,2.31%,4228.14万,5920.58万,-1692.44万,1.01亿
4020,601598,中国外运,5.81,-1.02%,0.31%,4384.67万,4839.33万,-454.65万,9224.00万
4021,600298,安琪酵母,43.84,-1.02%,0.70%,1.46亿,1.18亿,2849.05万,2.64亿
4022,600229,城市传媒,6.8,-1.02%,0.79%,1602.04万,1952.49万,-350.45万,3554.52万
4023,600114,东睦股份,31.18,-1.02%,1.93%,1.76亿,2.00亿,-2407.97万,3.75亿
4024,300380,安硕信息,40.6,-1.02%,1.57%,3599.79万,4540.04万,-940.25万,8139.84万
4025,002398,垒知集团,5.84,-1.02%,3.77%,5477.16万,7204.54万,-1727.38万,1.27亿
4026,002129,TCL中环,10.63,-1.02%,9.34%,19.21亿,20.80亿,-1.59亿,40.00亿
4027,002085,万丰奥威,15.52,-1.02%,1.19%,1.73亿,2.22亿,-4866.42万,3.95亿
4028,000697,ST炼石,8.7,-1.02%,0.98%,2615.54万,2928.35万,-312.80万,5549.46万
4029,000582,北部湾港,9.67,-1.02%,1.47%,1.32亿,1.58亿,-2603.19万,2.92亿
4030,301096,百诚医药,49.1,-1.03%,2.21%,4516.30万,4540.81万,-24.51万,9066.94万
4031,688120,华海清科,179.32,-1.03%,1.00%,3.24亿,3.17亿,637.67万,6.41亿
4032,605056,咸亨国际,21.18,-1.03%,2.59%,1.17亿,1.06亿,1115.17万,2.23亿
4033,603124,江南新材,90.85,-1.03%,4.31%,6098.03万,5401.49万,696.53万,1.15亿
4034,600570,恒生电子,29.77,-1.03%,1.21%,3.01亿,3.84亿,-8229.10万,6.85亿
4035,300609,汇纳科技,37.62,-1.03%,2.52%,5146.19万,6313.44万,-1167.25万,1.15亿
4036,300310,宜通世纪,6.74,-1.03%,3.64%,7971.94万,9086.29万,-1114.35万,1.71亿
4037,300274,阳光电源,144.5,-1.03%,2.63%,31.84亿,27.73亿,4.11亿,60.22亿
4038,002906,华阳集团,30.86,-1.03%,1.03%,7374.43万,9203.22万,-1828.79万,1.67亿
4039,002475,立讯精密,51.17,-1.03%,0.98%,17.80亿,18.89亿,-1.09亿,36.69亿
4040,002582,好想你,12.37,-1.04%,7.50%,1.41亿,1.74亿,-3288.46万,3.19亿
4041,000981,山子高科,4.77,-1.04%,6.39%,12.48亿,16.06亿,-3.58亿,28.77亿
4042,688590,新致软件,17.1,-1.04%,2.78%,6355.69万,6138.76万,216.93万,1.25亿
4043,300885,海昌新材,26.7,-1.04%,4.69%,9568.53万,1.16亿,-2026.13万,2.12亿
4044,300870,欧陆通,219.9,-1.04%,3.59%,4.20亿,4.64亿,-4433.98万,8.84亿
4045,603977,国泰集团,14.25,-1.04%,1.40%,5323.66万,7165.63万,-1841.97万,1.25亿
4046,603500,祥和实业,13.34,-1.04%,1.49%,2676.29万,3936.93万,-1260.64万,6613.22万
4047,600758,辽宁能源,3.82,-1.04%,1.43%,3186.43万,4030.42万,-843.99万,7216.85万
4048,600729,重庆百货,24.63,-1.04%,2.76%,5000.06万,8095.76万,-3095.70万,1.31亿
4049,688432,有研硅,13.38,-1.04%,0.61%,4910.54万,5333.91万,-423.37万,1.02亿
4050,600415,小商品城,15.28,-1.04%,1.37%,5.37亿,6.04亿,-6785.65万,11.41亿
4051,600300,维维股份,3.79,-1.04%,2.95%,7282.33万,1.09亿,-3630.83万,1.82亿
4052,300363,博腾股份,23.77,-1.04%,1.79%,1.03亿,1.10亿,-678.32万,2.13亿
4053,300196,长海股份,16.16,-1.04%,3.05%,5942.99万,6282.84万,-339.85万,1.23亿
4054,002881,美格智能,45.53,-1.04%,2.33%,9007.54万,1.02亿,-1175.53万,1.94亿
4055,002799,环球印务,9.56,-1.04%,3.43%,4899.53万,5626.41万,-726.88万,1.05亿
4056,301376,致欧科技,19.88,-1.05%,0.95%,2173.84万,1491.91万,681.93万,3665.76万
4057,300376,易事特,6.6,-1.05%,0.72%,4614.38万,6446.27万,-1831.89万,1.11亿
4058,002820,桂发祥,12.28,-1.05%,2.90%,3395.52万,3762.15万,-366.63万,7157.67万
4059,603376,大明电子,37.86,-1.05%,4.68%,2443.20万,3054.36万,-611.15万,5497.57万
4060,601886,江河集团,9.45,-1.05%,0.28%,1374.80万,1629.63万,-254.84万,3004.43万
4061,600416,湘电股份,14.16,-1.05%,1.42%,1.16亿,1.51亿,-3516.98万,2.68亿
4062,600925,苏能股份,4.69,-1.05%,0.64%,2057.71万,2735.18万,-677.47万,4792.89万
4063,600012,皖通高速,14.2,-1.05%,0.36%,2808.12万,3132.94万,-324.81万,5941.06万
4064,300353,东土科技,23.62,-1.05%,4.28%,2.49亿,2.94亿,-4429.92万,5.43亿
4065,300146,汤臣倍健,12.31,-1.05%,1.41%,9037.33万,1.03亿,-1236.88万,1.95亿
4066,000708,中信特钢,15.14,-1.05%,0.20%,7436.17万,8156.87万,-720.70万,1.57亿
4067,002586,ST围海,4.68,-1.06%,0.69%,1278.56万,2209.07万,-930.51万,3497.83万
4068,301127,武汉天源,17.75,-1.06%,2.28%,1.37亿,1.28亿,916.82万,2.65亿
4069,000802,北京文化,4.67,-1.06%,3.40%,4834.72万,6397.88万,-1563.15万,1.13亿
4070,603097,江苏华辰,35.42,-1.06%,2.65%,7217.75万,7799.74万,-581.99万,1.50亿
4071,605339,南侨食品,18.63,-1.06%,0.32%,1215.12万,1316.85万,-101.73万,2531.98万
4072,002081,金螳螂,3.73,-1.06%,1.28%,5694.11万,6980.10万,-1285.99万,1.27亿
4073,301218,华是科技,34.7,-1.06%,7.62%,7921.58万,1.07亿,-2812.00万,1.87亿
4074,601588,北辰实业,1.86,-1.06%,1.40%,3732.95万,3207.90万,525.05万,6940.86万
4075,600377,宁沪高速,12.11,-1.06%,0.20%,3779.27万,5542.92万,-1763.64万,9322.19万
4076,600117,西宁特钢,2.81,-1.06%,0.52%,1891.66万,2873.53万,-981.86万,4765.19万
4077,002901,大博医疗,49.61,-1.06%,0.65%,4068.87万,5070.44万,-1001.57万,9289.64万
4078,603395,红四方,30.45,-1.07%,4.68%,5083.36万,4231.53万,851.84万,9314.89万
4079,688352,颀中科技,13.88,-1.07%,2.95%,6907.99万,8184.15万,-1276.16万,1.51亿
4080,301571,国科天成,54.41,-1.07%,1.51%,5372.82万,4494.99万,877.83万,9867.81万
4081,003002,壶化股份,27.73,-1.07%,1.68%,3559.83万,5016.15万,-1456.32万,8575.97万
4082,003009,中天火箭,68.51,-1.07%,2.58%,1.26亿,1.49亿,-2305.79万,2.77亿
4083,603559,ST通脉,6.48,-1.07%,1.65%,2096.38万,2153.19万,-56.80万,4249.58万
4084,600748,上实发展,5.54,-1.07%,0.64%,3035.53万,3457.89万,-422.36万,6493.41万
4085,600510,黑牡丹,9.25,-1.07%,0.82%,3523.53万,4350.04万,-826.50万,7873.57万
4086,300382,斯莱克,13.92,-1.07%,1.95%,7645.41万,9988.16万,-2342.75万,1.76亿
4087,000672,上峰水泥,14.78,-1.07%,2.75%,1.93亿,2.09亿,-1590.23万,4.04亿
4088,688475,萤石网络,30.19,-1.08%,0.36%,4250.97万,4410.51万,-159.54万,8661.48万
4089,688486,龙迅股份,73.26,-1.08%,1.88%,4715.74万,5548.32万,-832.58万,1.03亿
4090,688391,钜泉科技,32.1,-1.08%,0.66%,1078.98万,1378.32万,-299.35万,2457.30万
4091,603027,千禾味业,10.99,-1.08%,2.84%,2.12亿,1.83亿,2909.43万,3.96亿
4092,601390,中国中铁,5.51,-1.08%,1.33%,6.57亿,8.44亿,-1.87亿,15.01亿
4093,600307,酒钢宏兴,1.84,-1.08%,0.94%,4530.93万,6380.45万,-1849.52万,1.09亿
4094,600201,生物股份,15.62,-1.08%,2.32%,1.85亿,2.23亿,-3876.64万,4.08亿
4095,600136,ST明诚,1.83,-1.08%,2.12%,3819.52万,3778.28万,41.24万,7597.80万
4096,600125,铁龙物流,6.39,-1.08%,1.10%,3881.32万,5393.85万,-1512.54万,9275.18万
4097,600000,浦发银行,10.12,-1.08%,0.23%,3.53亿,4.16亿,-6253.37万,7.69亿
4098,002654,万润科技,13.75,-1.08%,3.21%,1.66亿,2.05亿,-3895.68万,3.74亿
4099,002077,大港股份,16.5,-1.08%,3.08%,1.39亿,1.57亿,-1775.41万,2.96亿
4100,000999,华润三九,28.39,-1.08%,1.48%,3.00亿,4.02亿,-1.02亿,7.06亿
4101,001287,中电港,22.79,-1.09%,3.35%,1.50亿,1.81亿,-3093.90万,3.35亿
4102,600877,电科芯片,19.92,-1.09%,4.29%,4.53亿,5.80亿,-1.27亿,10.33亿
4103,688578,艾力斯,97.0,-1.09%,0.53%,1.14亿,1.18亿,-355.74万,2.32亿
4104,688683,莱尔科技,35.41,-1.09%,0.50%,1446.69万,1332.25万,114.44万,2778.95万
4105,601633,长城汽车,20.93,-1.09%,0.18%,9641.72万,1.38亿,-4167.55万,2.35亿
4106,601611,中国核建,15.4,-1.09%,1.49%,3.24亿,3.78亿,-5447.70万,7.02亿
4107,600515,海南机场,4.54,-1.09%,1.46%,2.89亿,3.12亿,-2295.89万,6.02亿
4108,600072,中船科技,12.71,-1.09%,5.01%,3.32亿,3.67亿,-3483.77万,7.00亿
4109,688392,骄成超声,130.51,-1.10%,2.06%,1.34亿,1.76亿,-4189.89万,3.10亿
4110,301071,力量钻石,39.52,-1.10%,3.40%,1.40亿,1.24亿,1584.75万,2.63亿
4111,301077,星华新材,29.64,-1.10%,2.85%,4037.52万,4111.93万,-74.41万,8149.45万
4112,603153,上海建科,17.11,-1.10%,1.75%,1875.94万,2177.28万,-301.34万,4053.23万
4113,301099,雅创电子,44.91,-1.10%,3.60%,6850.62万,7654.09万,-803.47万,1.45亿
4114,688579,山大地纬,11.64,-1.10%,1.14%,2635.87万,2692.08万,-56.21万,5327.94万
4115,603656,泰禾智能,24.32,-1.10%,1.39%,2769.62万,3437.74万,-668.12万,6207.36万
4116,603283,赛腾股份,46.79,-1.10%,2.56%,1.44亿,1.84亿,-3994.06万,3.27亿
4117,601567,三星医疗,23.42,-1.10%,0.94%,1.38亿,1.72亿,-3343.45万,3.10亿
4118,601066,中信建投,24.31,-1.10%,0.22%,1.32亿,2.11亿,-7945.59万,3.43亿
4119,600750,华润江中,25.2,-1.10%,1.18%,9699.73万,9166.95万,532.77万,1.89亿
4120,600628,新世界,8.09,-1.10%,3.14%,7236.00万,9400.24万,-2164.24万,1.66亿
4121,600115,中国东航,6.3,-1.10%,0.95%,4.97亿,5.17亿,-2003.47万,10.15亿
4122,600057,厦门象屿,8.06,-1.10%,0.90%,8381.90万,6959.12万,1422.78万,1.53亿
4123,300151,昌红科技,16.18,-1.10%,1.65%,4959.71万,4861.69万,98.02万,9901.34万
4124,002063,远光软件,6.31,-1.10%,2.21%,1.18亿,1.30亿,-1254.18万,2.48亿
4125,000011,深物业A,9.03,-1.10%,1.02%,2275.68万,2523.98万,-248.30万,4855.67万
4126,002059,云南旅游,5.34,-1.11%,1.63%,3220.87万,5288.58万,-2067.71万,8510.52万
4127,603808,歌力思,10.65,-1.11%,1.64%,3184.42万,3317.77万,-133.35万,6502.20万
4128,603236,移远通信,86.18,-1.11%,1.70%,1.78亿,2.07亿,-2912.54万,3.85亿
4129,600682,南京新百,7.11,-1.11%,1.35%,4492.49万,6730.26万,-2237.77万,1.12亿
4130,300199,翰宇药业,18.65,-1.11%,3.23%,1.97亿,2.50亿,-5305.51万,4.52亿
4131,300061,旗天科技,10.71,-1.11%,1.86%,5197.06万,6954.91万,-1757.84万,1.24亿
4132,002401,中远海科,16.08,-1.11%,1.07%,2873.22万,3546.60万,-673.39万,6419.98万
4133,000630,铜陵有色,7.11,-1.11%,5.67%,23.49亿,21.06亿,2.43亿,44.84亿
4134,000019,深粮控股,7.12,-1.11%,2.58%,3196.49万,4460.48万,-1263.98万,7717.34万
4135,688235,百济神州,272.5,-1.12%,1.23%,1.84亿,2.02亿,-1776.62万,3.86亿
4136,688182,灿勤科技,32.53,-1.12%,0.92%,5711.44万,6438.28万,-726.84万,1.21亿
4137,605389,长龄液压,76.6,-1.12%,0.55%,2422.79万,3338.52万,-915.73万,5761.31万
4138,601326,秦港股份,3.53,-1.12%,0.51%,3825.80万,4757.64万,-931.84万,8583.43万
4139,601100,恒立液压,119.64,-1.12%,0.67%,5.56亿,5.13亿,4366.13万,10.69亿
4140,300032,金龙机电,5.32,-1.12%,3.54%,7092.82万,7959.49万,-866.67万,1.52亿
4141,002736,国信证券,12.41,-1.12%,0.24%,1.17亿,1.61亿,-4375.56万,2.84亿
4142,002695,煌上煌,11.46,-1.12%,0.76%,2101.73万,2306.63万,-204.90万,4457.64万
4143,002161,远望谷,8.82,-1.12%,3.42%,1.01亿,1.13亿,-1232.18万,2.14亿
4144,002025,航天电器,51.86,-1.12%,3.08%,3.34亿,3.96亿,-6187.00万,7.30亿
4145,000532,华金资本,15.84,-1.12%,1.62%,3999.62万,4844.57万,-844.95万,8895.03万
4146,000014,沙河股份,13.22,-1.12%,1.73%,2650.31万,2842.77万,-192.46万,5513.81万
4147,300010,豆神教育,6.97,-1.13%,3.25%,1.73亿,2.04亿,-3106.78万,3.76亿
4148,603237,五芳斋,17.46,-1.13%,0.80%,1576.58万,1163.24万,413.34万,2739.83万
4149,688568,中科星图,66.74,-1.13%,1.69%,4.54亿,4.68亿,-1473.68万,9.22亿
4150,688793,倍轻松,22.71,-1.13%,2.09%,2190.91万,1888.76万,302.16万,4079.67万
4151,003013,地铁设计,14.9,-1.13%,0.78%,1962.27万,2716.63万,-754.36万,4700.21万
4152,601011,宝泰隆,3.49,-1.13%,4.48%,1.41亿,1.58亿,-1707.12万,3.00亿
4153,603960,克来机电,21.92,-1.13%,2.49%,7214.44万,7163.02万,51.43万,1.44亿
4154,603068,博通集成,36.83,-1.13%,1.60%,4041.33万,4899.91万,-858.58万,8941.24万
4155,600848,上海临港,11.34,-1.13%,0.37%,5070.03万,4978.30万,91.73万,1.00亿
4156,600123,兰花科创,6.15,-1.13%,1.36%,5596.17万,6821.40万,-1225.24万,1.24亿
4157,002074,国轩高科,36.72,-1.13%,2.34%,7.70亿,7.18亿,5146.83万,14.88亿
4158,000333,美的集团,79.54,-1.13%,0.45%,10.81亿,13.67亿,-2.85亿,24.63亿
4159,301517,陕西华达,65.0,-1.14%,4.42%,1.35亿,1.49亿,-1380.61万,2.84亿
4160,301325,曼恩斯特,52.99,-1.14%,4.82%,7295.02万,7446.99万,-151.97万,1.47亿
4161,301058,中粮科工,11.31,-1.14%,1.94%,5537.90万,5765.64万,-227.73万,1.13亿
4162,688680,海优新材,64.81,-1.14%,5.66%,1.59亿,1.53亿,622.50万,3.11亿
4163,688425,铁建重工,5.22,-1.14%,0.35%,3975.27万,5725.76万,-1750.50万,9701.03万
4164,002777,久远银海,19.14,-1.14%,2.05%,7221.89万,8538.13万,-1316.24万,1.60亿
4165,688583,思看科技,156.5,-1.15%,12.21%,2.92亿,2.94亿,-119.59万,5.86亿
4166,688227,品高股份,66.86,-1.15%,1.99%,7517.37万,7702.99万,-185.62万,1.52亿
4167,600221,海航控股,1.72,-1.15%,0.74%,2.51亿,2.94亿,-4315.15万,5.44亿
4168,300697,电工合金,17.26,-1.15%,6.98%,1.21亿,1.23亿,-219.18万,2.44亿
4169,000848,承德露露,8.58,-1.15%,1.26%,3897.76万,6867.38万,-2969.62万,1.10亿
4170,603409,汇通控股,37.56,-1.16%,9.61%,5145.61万,6238.85万,-1093.24万,1.14亿
4171,003011,海象新材,24.81,-1.16%,4.80%,4989.70万,4278.05万,711.66万,9364.52万
4172,301590,优优绿能,192.73,-1.16%,3.04%,2477.33万,2597.33万,-120.00万,5074.64万
4173,688007,光峰科技,16.98,-1.16%,1.03%,3561.98万,4507.92万,-945.94万,8069.89万
4174,601965,中国汽研,18.72,-1.16%,0.89%,8976.24万,7743.95万,1232.30万,1.67亿
4175,601688,华泰证券,22.13,-1.16%,0.85%,6.28亿,7.55亿,-1.27亿,13.83亿
4176,601000,唐山港,4.27,-1.16%,0.65%,8587.32万,7939.20万,648.12万,1.65亿
4177,600551,时代出版,8.54,-1.16%,1.06%,2494.85万,3647.53万,-1152.68万,6142.38万
4178,002481,双塔食品,5.1,-1.16%,1.15%,2833.82万,3718.53万,-884.71万,6556.17万
4179,002297,博云新材,12.77,-1.16%,8.95%,3.28亿,3.33亿,-506.28万,6.60亿
4180,301195,北路智控,35.6,-1.17%,1.32%,1924.32万,2219.39万,-295.07万,4143.70万
4181,301213,观想科技,74.55,-1.17%,2.40%,4516.27万,4841.37万,-325.11万,9357.64万
4182,601106,中国一重,5.07,-1.17%,1.42%,2.03亿,2.93亿,-9083.50万,4.96亿
4183,600880,博瑞传播,5.91,-1.17%,3.11%,8635.97万,1.15亿,-2858.01万,2.01亿
4184,002848,*ST高斯,11.0,-1.17%,2.66%,2444.92万,2365.05万,79.86万,4809.97万
4185,002343,慈文传媒,7.57,-1.17%,4.13%,7057.16万,7650.17万,-593.01万,1.47亿
4186,002049,紫光国微,76.57,-1.17%,1.94%,5.60亿,7.04亿,-1.44亿,12.64亿
4187,688584,上海合晶,22.62,-1.18%,0.87%,3460.85万,3298.84万,162.01万,6759.69万
4188,301219,腾远钴业,66.8,-1.18%,2.33%,1.52亿,1.68亿,-1563.22万,3.20亿
4189,688198,佰仁医疗,105.2,-1.18%,0.17%,936.68万,1503.68万,-567.01万,2440.36万
4190,300908,仲景食品,29.36,-1.18%,1.97%,3594.75万,3585.15万,9.60万,7179.89万
4191,300225,*ST金泰,5.03,-1.18%,1.16%,1007.11万,1721.39万,-714.28万,2785.89万
4192,600138,中青旅,10.05,-1.18%,2.16%,6926.06万,8792.22万,-1866.16万,1.57亿
4193,600095,湘财股份,10.93,-1.18%,0.91%,1.13亿,1.71亿,-5851.64万,2.84亿
4194,600026,中远海能,15.97,-1.18%,1.18%,3.24亿,3.30亿,-533.15万,6.54亿
4195,300400,劲拓股份,20.18,-1.18%,2.61%,6454.94万,6186.60万,268.33万,1.28亿
4196,300247,融捷健康,5.03,-1.18%,2.36%,3523.24万,5966.19万,-2442.95万,9616.99万
4197,300059,东方财富,22.66,-1.18%,1.48%,16.19亿,28.84亿,-12.64亿,45.03亿
4198,000898,鞍钢股份,2.51,-1.18%,0.62%,5499.77万,6911.21万,-1411.44万,1.25亿
4199,605277,新亚电子,24.18,-1.19%,2.45%,8150.27万,1.07亿,-2573.59万,1.89亿
4200,300810,中科海讯,41.47,-1.19%,2.84%,6782.07万,6680.71万,101.36万,1.35亿
4201,600827,百联股份,9.12,-1.19%,0.91%,5769.74万,7709.19万,-1939.45万,1.35亿
4202,600428,中远海特,7.5,-1.19%,1.01%,9253.38万,9465.21万,-211.83万,1.87亿
4203,300595,欧普康视,15.77,-1.19%,1.59%,7713.47万,9226.91万,-1513.44万,1.69亿
4204,002861,瀛通通讯,19.15,-1.19%,2.76%,3486.33万,4373.18万,-886.85万,7961.20万
4205,002168,*ST惠程,4.15,-1.19%,0.74%,878.32万,1527.05万,-648.73万,2406.45万
4206,002079,苏州固锝,10.75,-1.19%,3.37%,1.28亿,1.67亿,-3836.09万,2.95亿
4207,688283,坤恒顺维,48.46,-1.20%,0.67%,1758.43万,2207.16万,-448.73万,3965.60万
4208,605178,时空科技,67.27,-1.20%,2.67%,9018.91万,8928.85万,90.06万,1.79亿
4209,600728,佳都科技,6.59,-1.20%,2.06%,1.24亿,1.67亿,-4288.61万,2.91亿
4210,300349,金卡智能,17.26,-1.20%,4.19%,1.20亿,1.49亿,-2969.99万,2.69亿
4211,300078,思创智联,4.92,-1.20%,3.57%,8406.13万,1.12亿,-2768.28万,1.96亿
4212,000886,海南高速,6.6,-1.20%,3.05%,8249.06万,1.12亿,-2956.45万,1.96亿
4213,688129,东来技术,23.61,-1.21%,2.30%,3317.25万,3259.63万,57.61万,6576.88万
4214,300811,铂科新材,73.5,-1.21%,2.16%,2.04亿,1.78亿,2577.69万,3.81亿
4215,601880,辽港股份,1.63,-1.21%,0.56%,9145.65万,7676.23万,1469.42万,1.68亿
4216,603131,上海沪工,24.4,-1.21%,2.25%,7068.87万,1.15亿,-4437.33万,1.86亿
4217,600335,国机汽车,6.51,-1.21%,0.85%,3406.13万,4912.84万,-1506.71万,8318.97万
4218,300763,锦浪科技,79.82,-1.21%,2.80%,3.66亿,3.59亿,728.32万,7.24亿
4219,300676,华大基因,49.0,-1.21%,1.23%,1.12亿,1.40亿,-2781.91万,2.52亿
4220,300459,汤姆猫,4.91,-1.21%,3.69%,2.66亿,3.30亿,-6396.08万,5.97亿
4221,002315,焦点科技,47.22,-1.21%,3.03%,1.41亿,1.49亿,-815.06万,2.91亿
4222,002146,荣盛发展,1.63,-1.21%,2.79%,8496.21万,9343.13万,-846.92万,1.78亿
4223,002027,分众传媒,7.32,-1.21%,0.63%,2.77亿,3.94亿,-1.16亿,6.71亿
4224,000516,国际医学,4.89,-1.21%,1.37%,5029.40万,9664.52万,-4635.12万,1.49亿
4225,000100,TCL科技,4.91,-1.21%,2.11%,9.52亿,8.99亿,5363.40万,18.79亿
4226,603308,应流股份,51.98,-1.22%,1.92%,3.86亿,3.01亿,8502.41万,6.87亿
4227,601717,中创智领,24.3,-1.22%,0.88%,1.56亿,1.76亿,-1957.19万,3.32亿
4228,600158,中体产业,9.71,-1.22%,3.08%,1.31亿,1.56亿,-2499.45万,2.87亿
4229,002768,国恩股份,51.08,-1.22%,1.88%,8605.55万,8350.58万,254.97万,1.71亿
4230,002595,豪迈科技,83.3,-1.22%,0.35%,1.27亿,9897.67万,2826.78万,2.31亿
4231,002232,启明信息,18.66,-1.22%,0.96%,2951.42万,4415.93万,-1464.51万,7371.07万
4232,000721,西安饮食,8.91,-1.22%,2.60%,5200.40万,6461.58万,-1261.18万,1.19亿
4233,000715,中兴商业,6.47,-1.22%,3.05%,4531.44万,6002.60万,-1471.16万,1.06亿
4234,301528,多浦乐,65.8,-1.23%,1.53%,1687.96万,1564.42万,123.54万,3252.38万
4235,300979,华利集团,50.41,-1.23%,0.20%,4814.77万,6828.34万,-2013.57万,1.16亿
4236,300228,富瑞特装,10.41,-1.23%,6.70%,1.79亿,2.12亿,-3258.96万,3.96亿
